x,y
0.3580562492831315,359.9425865272384
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.1731157137093053,240.07762595883497
0.1731157137093053,240.07762595883497
0.3,360.0
0.6,720.0
0.6,720.0
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.3580562492831315,359.9425865272384
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.3,360.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.6,720.0
0.3,360.0
0.4,480.0
0.2,240.0
0.4,480.0
0.3580562492831315,359.9425865272384
0.4,480.0
0.3,360.0
0.3,360.0
0.4,480.0
0.4,480.0
0.4,480.0
0.6,720.0
0.4,480.0
0.2,240.0
0.4,480.0
0.4,480.0
0.3,360.0
0.6,720.0
0.3899713754283802,480.0626112946194
0.3,360.0
0.2,240.0
0.6,720.0
0.3,360.0
0.6,720.0
0.6,720.0
0.4,480.0
0.4,480.0
0.4,480.0
0.3,360.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.4,480.0
0.3580562492831315,359.9425865272384
0.3,360.0
0.2,240.0
0.3,360.0
0.1731157137093053,240.07762595883497
0.6,720.0
0.6,720.0
0.3,360.0
0.4,480.0
0.6,720.0
0.3899713754283802,480.0626112946194
0.6,720.0
0.4,480.0
0.2,240.0
0.6,720.0
0.6,720.0
0.4,480.0
0.3,360.0
0.4,480.0
0.6,720.0
0.2,240.0
0.4,480.0
0.4,480.0
0.1731157137093053,240.07762595883497
0.4,480.0
0.6,720.0
0.4,480.0
0.6,720.0
0.6,720.0
0.6,720.0
0.6,720.0
0.6,720.0
0.4,480.0
0.3,360.0
0.6,720.0
0.6,720.0
